date,total_mv,daily_pnl,account_a_mv,account_b_mv,total_pnl,mv_a,mv_b
2026-01-14,16800.0,-50.0,8500.0,8300.0,,,
2026-01-15,16850.0,50.0,8520.0,8330.0,,,
2026-01-16,16834.8,-15.2,8510.0,8324.8,,,
2026-01-17,16832.63,-42.57,10600.4,6232.23,,,
2026-01-17 02:24,17248.894283653834,-23.327106895,11016.66377765383,6232.230506,,,
2026-01-17 02:38,17250.928361281567,-23.327106895,11018.697855281564,6232.230506,,,
2026-01-17 02:45,17252.238947741418,-23.327106895,11020.008441741418,6232.230506,,,
2026-01-17 02:54,17248.147071464053,-23.327106895,11015.916565464053,6232.230506,,,
2026-01-17 11:45,17246.757689347265,-41.26114357800456,11014.527183347263,6232.230506,,,
2026-01-17 11:46,17246.757689347265,-41.26114357800456,11014.527183347263,6232.230506,,,
2026-01-17 11:52,17246.757689347265,-41.26114357800456,11014.527183347263,6232.230506,,,
2026-01-17 12:26,17136.543049347263,-28.36600905900456,10904.31254334726,6232.230506,,,
2026-01-17 12:36,17246.757689347265,-41.26114357800456,11014.527183347263,6232.230506,,,
2026-01-17 12:38,17246.757689347265,-41.26114357800456,11014.527183347263,6232.230506,,,
2026-01-17 12:39,17246.757689347265,-41.26114357800456,11014.527183347263,6232.230506,,,
2026-01-17 12:43,17246.757689347265,-41.26114357800456,11014.527183347263,6232.230506,,,
2026-01-17 12:49,17246.757689347265,-41.26114357800456,11014.527183347263,6232.230506,,,
2026-01-17 12:50,17246.757689347265,-41.26114357800456,11014.527183347263,6232.230506,,,
2026-01-17 12:51,17246.757689347265,-41.26114357800456,11014.527183347263,6232.230506,,,
2026-01-17 12:55,17246.757689347265,-41.26114357800456,11014.527183347263,6232.230506,,,
2026-01-17 13:02,17246.757689347265,-41.26114357800456,11014.527183347263,6232.230506,,,
2026-01-17 13:41,17243.37744372683,-44.60417776558684,11011.146937726828,6232.230506,,,
2026-01-17 14:55,17243.37744372683,-44.60417776558684,11011.146937726828,6232.230506,,,
2026-01-17 15:32,17243.37744372683,-44.60417776558684,11011.146937726828,6232.230506,,,
2026-01-17 16:49,17243.37744372683,-44.60417776558684,11011.146937726828,6232.230506,,,
2026-01-17 16:51,17243.37744372683,-44.60417776558684,11011.146937726828,6232.230506,,,
2026-01-17 16:54,17243.37744372683,-44.60417776558684,11011.146937726828,6232.230506,,,
2026-01-17 17:59,38000.0,290.0,25000.0,13000.0,,,
2026-01-17 18:05,38000.0,290.0,25000.0,13000.0,,,
2026-01-17 18:14,15880.858253372511,26.886301372513287,9908.290320065866,5972.567933306647,,,
2026-01-17 18:31,15824.136095974847,-29.83585602515194,9829.790895441609,5994.345200533238,,,
2026-01-17 18:42,15746.448392131942,-107.52355986805588,9781.879926309975,5964.568465821963,,,
2026-01-17 19:08,15972.52,118.55,9889.44,6083.08,,,
2026-01-17 19:28,15852.13,-1.84,9773.48,6078.66,,,
2026-01-17 19:43,15805.25,-48.72,9833.3,5971.95,,,
2026-01-17 20:33,15767.08,-86.89,9825.06,5942.02,,,
2026-01-17 20:46,17243.37744372683,-44.60417776558684,11011.146937726828,6232.230506,,,
2026-01-17 21:27,17243.37744372683,-44.60417776558684,11011.146937726828,6232.230506,,,
2026-01-17 21:35,17243.37744372683,-44.60417776558684,11011.146937726828,6232.230506,,,
2026-01-17 21:36,17243.37744372683,-44.60417776558684,11011.146937726828,6232.230506,,,
2026-01-17 22:16,17243.37744372683,-44.60417776558684,11011.146937726828,6232.230506,,,
2026-01-17 22:39,17243.37744372683,-44.60417776558684,11011.146937726828,6232.230506,,,
2026-01-17 22:42,17243.37744372683,-44.60417776558684,11011.146937726828,6232.230506,,,
2026-01-17 22:46,17243.37744372683,-44.60417776558684,11011.146937726828,6232.230506,,,
2026-01-17 23:35,17243.37744372683,-44.60417776558684,11011.146937726828,6232.230506,,,
2026-01-18 00:44,17243.37744372683,-44.60417776558684,11011.146937726828,6232.230506,,,
2026-01-18 01:33,17243.37744372683,-44.60417776558684,11011.146937726828,6232.230506,,,
2026-01-18 02:52,17243.37744372683,-44.60417776558684,11011.146937726828,6232.230506,,,
2026-01-18 03:26,17243.37744372683,-44.60417776558684,11011.146937726828,6232.230506,,,
2026-01-18 03:39,17243.37744372683,-44.60417776558684,11011.146937726828,6232.230506,,,
2026-01-18 04:39,17243.37744372683,-44.60417776558684,11011.146937726828,6232.230506,,,
2026-01-18 05:31,17243.37744372683,-44.60417776558684,11011.146937726828,6232.230506,,,
2026-01-18 06:40,17243.37744372683,-44.60417776558684,11011.146937726828,6232.230506,,,
2026-01-18 07:33,17243.37744372683,-44.60417776558684,11011.146937726828,6232.230506,,,
2026-01-18 12:00,17243.37744372683,-44.60417776558684,11011.146937726828,6232.230506,,,
2026-01-18 13:03,17243.37744372683,-44.60417776558684,11011.146937726828,6232.230506,,,
2026-01-18 13:52,17243.37744372683,-44.60417776558684,11011.146937726828,6232.230506,,,
2026-01-18 14:56,17243.37744372683,-44.60417776558684,11011.146937726828,6232.230506,,,
2026-01-18 15:33,17243.37744372683,-44.60417776558684,11011.146937726828,6232.230506,,,
2026-01-18 16:50,17243.37744372683,-44.60417776558684,11011.146937726828,6232.230506,,,
2026-01-18 17:38,17243.37744372683,-44.60417776558684,11011.146937726828,6232.230506,,,
2026-01-18 18:42,17243.37744372683,-44.60417776558684,11011.146937726828,6232.230506,,,
2026-01-18 19:28,17243.37744372683,-44.60417776558684,11011.146937726828,6232.230506,,,
2026-01-18 19:43,17243.37744372683,-44.60417776558684,11011.146937726828,6232.230506,,,
2026-01-18 21:37,17243.37744372683,-44.60417776558684,11011.146937726828,6232.230506,,,
2026-01-18 22:38,17243.37744372683,-44.60417776558684,11011.146937726828,6232.230506,,,
2026-01-18 22:40,17243.37744372683,-44.60417776558684,11011.146937726828,6232.230506,,,
2026-01-18 23:34,17243.37744372683,-44.60417776558684,11011.146937726828,6232.230506,,,
2026-01-19 00:48,17243.37744372683,-44.60417776558684,11011.146937726828,6232.230506,,,
2026-01-19 01:35,17243.37744372683,-44.60417776558684,11011.146937726828,6232.230506,,,
2026-01-19 02:51,17243.37744372683,-44.60417776558684,11011.146937726828,6232.230506,,,
2026-01-19 03:27,17243.37744372683,-44.60417776558684,11011.146937726828,6232.230506,,,
2026-01-19 03:41,17243.37744372683,-44.60417776558684,11011.146937726828,6232.230506,,,
2026-01-19 04:40,17243.37744372683,-27.924275155,11011.146937726828,6232.230506,,,
2026-01-19 05:31,17243.37744372683,-27.924275155,11011.146937726828,6232.230506,,,
2026-01-19 06:40,17243.37744372683,-27.924275155,11011.146937726828,6232.230506,,,
2026-01-19 07:34,17243.37744372683,-27.924275155,11011.146937726828,6232.230506,,,
2026-01-19 10:25,17272.454679726827,19.5111918833,11029.40341172683,6243.051268,,,
2026-01-19 11:21,17256.98032472683,4.144614981800001,11018.355776726828,6238.624548,,,
2026-01-19 13:08,17296.86097966838,44.63161610976684,11062.513876668383,6234.347103,,,
2026-01-19 13:51,17300.857806507796,48.66756318773115,11063.254638507797,6237.603168,,,
2026-01-19 13:52,17294.886173507795,43.10202923213115,11059.083548507797,6235.802625,,,
2026-01-19 14:00,17278.39773942021,26.15433621048184,11051.142362420209,6227.255377,,,
2026-01-19 15:45,17300.218959770573,47.87359718059005,11065.501689770572,6234.717270000001,,,
2026-01-19 17:55,17301.464313420205,49.16114553868182,11066.747043420204,6234.717270000001,,,
2026-01-19 19:16,17298.08406779977,45.6690194815355,11063.36679779977,6234.717270000001,,,
2026-01-19 19:30,17297.550344807074,45.11839769973346,11062.833074807071,6234.717270000001,,,
2026-01-19 21:27,17302.47245685086,50.20428023825663,11067.75518685086,6234.717270000001,,,
2026-01-19 21:40,17303.006179843564,50.75682999187308,11068.28890984356,6234.717270000001,,,
2026-01-19 21:57,17301.049195536994,48.731836285959645,11066.331925536992,6234.717270000001,,,
2026-01-19 22:03,17299.38872400415,47.01586394198918,11064.67145400415,6234.717270000001,,,
2026-01-19 22:18,17297.66894991656,45.24074002901912,11062.95167991656,6234.717270000001,,,
2026-01-19 22:27,17298.261975464004,45.85260653262127,11063.544705464004,6234.717270000001,,,
2026-01-19 22:30,17300.930590427506,48.60919972804295,11066.213320427503,6234.717270000001,,,
2026-01-19 22:45,17300.218959770573,47.87359718059005,11065.501689770572,6234.717270000001,,,
2026-01-19 22:46,17300.45616998955,48.11875673449528,11065.73889998955,6234.717270000001,,,
2026-01-19 22:57,17300.04105210634,47.68975461516736,11065.323782106338,6234.717270000001,,,
2026-01-19 23:05,17300.811985318018,48.486573493938494,11066.094715318017,6234.717270000001,,,
2026-01-19 23:12,17300.69338020853,48.36395758364624,11065.976110208529,6234.717270000001,,,
2026-01-19 23:52,17301.22710320123,48.91581047998015,11066.509833201228,6234.717270000001,,,
2026-01-20 00:59,17303.59920539101,51.371019353083724,11068.881935391006,6234.717270000001,,,
2026-01-20 01:48,17303.421297726774,51.18673544471541,11068.704027726772,6234.717270000001,,,
2026-01-20 02:58,17306.32712290925,54.199614681986304,11071.60985290925,6234.717270000001,,,
2026-01-20 03:33,17302.05733896765,49.774663852138914,11067.34006896765,6234.717270000001,,,
2026-01-20 04:43,17302.88757473407,50.63402309106573,11068.17030473407,6234.717270000001,,,
2026-01-20 05:36,17302.88757473407,50.63402309106573,11068.17030473407,6234.717270000001,,,
2026-01-20 06:44,17302.286074734075,50.63444414106573,11067.568804734072,6234.717270000001,,,
2026-01-20 07:38,17299.32094699685,47.56762685964984,11064.603676996849,6234.717270000001,,,
2026-01-20 10:27,17167.956560332615,-115.41158646438002,10949.575948332616,6218.380612,,,
2026-01-20 12:00,17263.254406799762,-22.66446682394566,11027.306327799764,6235.948079,,,
2026-01-20 13:18,17305.474092748653,19.7401006187386,11075.276484748654,6230.197608,,,
2026-01-20 13:58,17358.127592653753,72.8204208756029,11114.173032653753,6243.95456,,,
2026-01-20 15:05,17351.976039157402,66.88594673067674,11112.9501371574,6239.025902,,,
2026-01-20 15:55,17357.033159113602,72.13115612463993,11116.185389113602,6240.84777,,,
2026-01-20 17:03,17361.851465602645,77.18351174623938,11120.982370602647,6240.869095,,,
2026-01-20 17:59,17366.71427509169,82.3483288577277,11125.845180091694,6240.869095,,,
2026-01-20 18:50,17359.47936341287,74.67038629009775,11118.610268412873,6240.869095,,,
2026-01-20 18:58,17359.24215319389,74.41930086833864,11118.373058193893,6240.869095,,,
2026-01-20 19:43,17361.199137500458,76.49199058381282,11120.330042500458,6240.869095,,,
2026-01-20 21:58,17361.61425538367,76.93201337201715,11120.74516038367,6240.869095,,,
2026-01-20 23:02,17367.54451085811,83.2318613015007,11126.675415858115,6240.869095,,,
2026-01-20 23:03,17367.010787865416,82.66381808763506,11126.141692865416,6240.869095,,,
2026-01-22 12:59:43,17563.894207865374,,,,-43.027746497057294,11272.01724886538,6291.876959
2026-01-22 13:28:20,17594.223559507707,,,,-13.035474065988383,11293.514485507712,6300.709074
2026-01-22 16:51:11,17649.610300186527,,,,42.6433518999455,11330.283412186523,6319.326888
2026-01-22 17:03:52,17651.211469164627,,,,44.238066553483264,11331.884581164624,6319.326888
2026-02-02 18:37,16945.299279000003,-705.9122,,,,,
2026-02-02 19:22,16945.299279000003,0.0,,,,,
2026-02-02 20:43,16908.868179,-36.4311,,,,,
2026-02-02 21:33,16550.928416,-357.9398,,,,,
2026-02-02 21:37,16511.016001,-39.9124,,,,,
2026-02-02 21:42,16945.299279000003,434.2833,,,,,
2026-02-02 21:43,16945.299279000003,0.0,,,,,
2026-02-02 21:52,20285.699267999997,3340.4,,,,,
2026-02-02 22:22,20285.699267999997,-0.0,,,,,
2026-02-02 23:54,20285.699267999997,-0.0,,,,,
2026-02-03 12:05,20209.279323,-76.4199,,,,,
2026-02-03 13:29,20263.537417,54.2581,,,,,
2026-02-03 13:38,20303.499327999998,39.9619,,,,,
2026-02-03 15:55,20311.526857999997,8.0275,,,,,
2026-02-03 17:09,20312.220721,0.6939,,,,,
2026-02-04 00:38,20312.220721,0.0,,,,,
2026-02-04 12:32,20315.544286,3.3236,,,,,
2026-02-04 13:18,20317.438856,1.8946,,,,,
2026-02-04 15:56,20318.970166,1.5313,,,,,
2026-02-04 18:04,20319.399693,0.4295,,,,,
2026-02-05 00:10,20319.399693,0.0,,,,,
2026-02-05 12:07,19755.200381,-564.1993,,,,,
2026-02-05 13:22,19713.435433,-41.7649,,,,,
2026-02-05 15:58,19912.422403,198.987,,,,,
2026-02-05 18:05,19912.328267,-0.0941,,,,,
2026-02-06 00:01,19912.328267,0.0,,,,,
2026-02-06 11:29,19950.099815,37.7715,,,,,
2026-02-06 14:12,19962.640405000002,12.5406,,,,,
2026-02-06 16:02,19948.709376,-13.931,,,,,
2026-02-06 22:34,19948.947772,0.2384,,,,,
2026-02-07 00:00,19948.947772,0.0,,,,,
2026-02-07 00:01,19948.947772,0.0,,,,,
2026-02-07 11:23,19976.743351999998,27.7956,,,,,
2026-02-07 14:03,19976.743351999998,-0.0,,,,,
2026-02-07 15:52,19976.743351999998,-0.0,,,,,
2026-02-07 22:17,19976.743351999998,-0.0,,,,,
2026-02-08 11:52,19976.743351999998,-0.0,,,,,
2026-02-08 14:12,19976.743351999998,-0.0,,,,,
2026-02-08 15:56,19976.743351999998,-0.0,,,,,
2026-02-08 22:18,19931.469992,-45.2734,,,,,
2026-02-09 11:41,20302.777801,371.3078,,,,,
2026-02-09 14:42,20328.716631,25.9388,,,,,
2026-02-09 16:07,20254.457862000003,-74.2588,,,,,
2026-02-09 22:05,20254.457862000003,0.0,,,,,
2026-02-09 22:45,20254.457862000003,0.0,,,,,
2026-02-09 23:05,20254.457862000003,0.0,,,,,
2026-02-09 23:07,20254.457862000003,0.0,,,,,
2026-02-09 23:08,20254.457862000003,0.0,,,,,
2026-02-10 11:48,20135.925707000002,-118.5322,,,,,
2026-02-10 14:43,20165.169618,29.2439,,,,,
2026-02-10 16:08,20169.513377,4.3438,,,,,
2026-02-10 22:51,20154.833833,-14.6795,,,,,
2026-02-11 11:46,20247.147078,92.3132,,,,,
2026-02-11 11:48,20247.147078,0.0,,,,,
2026-02-11 14:40,20211.390177,-35.7569,,,,,
2026-02-11 16:06,20188.529541,-22.8606,,,,,
2026-02-11 22:46,20188.529541,0.0,,,,,
2026-02-12 10:13,20446.65176,258.1222,,,,,
2026-02-12 11:40,20432.824446,-13.8273,,,,,
2026-02-12 14:39,20400.926987,-31.8975,,,,,
2026-02-12 16:04,20414.694464,13.7675,,,,,
2026-02-12 21:41,20414.694464,0.0,,,,,
2026-02-12 22:09,20414.694464,0.0,,,,,
2026-02-17 23:41,20099.263843,-315.4306,,,,,
2026-02-18 00:12,20099.263843,0.0,,,,,
2026-02-18 00:17,20099.263843,0.0,,,,,
2026-02-18 00:17,20099.263843,0.0,,,,,
2026-02-18 11:36,20095.350873000003,-3.913,,,,,
2026-02-18 14:38,20095.350873000003,0.0,,,,,
2026-02-18 14:57,19970.979763000003,-124.3711,,,,,
2026-02-18 15:42,20095.350873000003,124.3711,,,,,
2026-02-18 15:43,19955.058022999998,-140.2929,,,,,
2026-02-18 17:12,20095.350873000003,140.2929,,,,,
2026-02-18 17:13,20095.350873000003,0.0,,,,,
